"","Region","MetropolitanStatus","Age","Sex","MaritalStatus","EdCode","Education","JobClass","WeeklyEarnings"
"1330","Midwest","Metropolitan",59,"Male","Not Married",43,"BachelorsDegree","Private",2884.61
"1331","Northeast","Metropolitan",32,"Female","Not Married",41,"AssocDegOccupVocat","Private",647.85
"1332","West","Metropolitan",41,"Male","Married",44,"MastersDegree","Private",1153.84
"1333","South","Metropolitan",29,"Male","Married",39,"HighSchoolDiploma","Private",975
"1334","West","Metropolitan",52,"Female","Married",42,"AssocDegAcadem","Private",800
"1335","West","Not Metropolitan",58,"Male","Married",40,"SomeCollegeButNoDegree","Private",1538.46
"1336","West","Metropolitan",22,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",536
"1337","Northeast","Not Metropolitan",29,"Female","Married",43,"BachelorsDegree","Private",480.76
"1338","South","Metropolitan",42,"Male","Married",43,"BachelorsDegree","Private",1615
"1339","West","Metropolitan",32,"Male","Married",41,"AssocDegOccupVocat","Private",900
"1340","South","Not Metropolitan",27,"Female","Not Married",43,"BachelorsDegree","Private",500
"1341","South","Metropolitan",37,"Male","Married",39,"HighSchoolDiploma","Private",429.25
"1342","Midwest","Metropolitan",35,"Male","Married",44,"MastersDegree","Private",1634.61
"1343","West","Metropolitan",21,"Male","Not Married",43,"BachelorsDegree","Private",1000
"1344","South","Metropolitan",52,"Male","Married",44,"MastersDegree","Private",1442.3
"1345","Midwest","Metropolitan",27,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",600
"1346","West","Metropolitan",29,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",730.76
"1347","Midwest","Metropolitan",35,"Female","Married",39,"HighSchoolDiploma","Private",520
"1348","Midwest","Not Metropolitan",28,"Male","Married",41,"AssocDegOccupVocat","Private",1468
"1349","South","Metropolitan",24,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",400
"1350","West","Metropolitan",45,"Male","Married",43,"BachelorsDegree","Private",1511
"1351","Northeast","Metropolitan",19,"Female","Not Married",39,"HighSchoolDiploma","Private",216
"1352","Northeast","Metropolitan",58,"Female","Not Married",37,"EleventhGrade","Private",546.86
"1353","West","Metropolitan",61,"Female","Married",39,"HighSchoolDiploma","Private",1170
"1354","West","Metropolitan",45,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",530
"1355","South","Metropolitan",57,"Male","Married",39,"HighSchoolDiploma","Private",480
"1356","Midwest","Metropolitan",43,"Female","Not Married",41,"AssocDegOccupVocat","Private",894
"1357","Northeast","Metropolitan",41,"Male","Married",44,"MastersDegree","Private",1753
"1358","West","Metropolitan",42,"Male","Married",34,"SeventhOrEighthGrade","Private",400
"1359","South","Metropolitan",60,"Male","Married",43,"BachelorsDegree","Private",2500
"1360","Midwest","Metropolitan",43,"Female","Married",39,"HighSchoolDiploma","Private",1019.23
"1361","Midwest","Not Metropolitan",27,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",550
"1362","West","Not Metropolitan",44,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",692.3
"1363","West","Metropolitan",51,"Male","Married",33,"FifthorSixthGrade","Private",320
"1364","Midwest","Not Metropolitan",29,"Male","Married",37,"EleventhGrade","Private",575
"1365","South","Metropolitan",42,"Male","Married",39,"HighSchoolDiploma","Private",700
"1366","South","Metropolitan",35,"Female","Married",38,"TwelthButNoDiploma","Private",290
"1367","Midwest","Metropolitan",23,"Female","Not Married",41,"AssocDegOccupVocat","Private",532.8
"1368","Midwest","Metropolitan",51,"Male","Married",39,"HighSchoolDiploma","Private",850
"1369","West","Metropolitan",28,"Female","Not Married",34,"SeventhOrEighthGrade","Private",320
"1370","West","Metropolitan",57,"Female","Married",39,"HighSchoolDiploma","Private",692.3
"1371","South","Metropolitan",47,"Male","Not Married",44,"MastersDegree","Private",2884.61
"1372","West","Metropolitan",27,"Male","Married",39,"HighSchoolDiploma","Private",1280
"1373","South","Metropolitan",38,"Male","Married",39,"HighSchoolDiploma","Private",640
"1374","South","Metropolitan",58,"Female","Married",40,"SomeCollegeButNoDegree","Private",384
"1375","South","Metropolitan",24,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",442
"1376","South","Metropolitan",48,"Male","Not Married",41,"AssocDegOccupVocat","Private",780
"1377","Northeast","Metropolitan",59,"Female","Married",43,"BachelorsDegree","Private",1206
"1378","Midwest","Metropolitan",57,"Male","Married",39,"HighSchoolDiploma","Private",1346.15
"1379","South","Metropolitan",26,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",1096
"1380","South","Metropolitan",41,"Female","Married",43,"BachelorsDegree","Private",1000
"1381","Northeast","Metropolitan",53,"Male","Not Married",39,"HighSchoolDiploma","Private",1211.53
"1382","West","Metropolitan",37,"Male","Not Married",45,"ProfSchoolDegree","Private",2500
"1383","West","Metropolitan",49,"Female","Married",40,"SomeCollegeButNoDegree","Private",357.14
"1384","West","Metropolitan",42,"Female","Married",43,"BachelorsDegree","Private",865.38
"1385","West","Metropolitan",32,"Female","Married",43,"BachelorsDegree","Private",2884.61
"1386","West","Not Metropolitan",61,"Male","Married",37,"EleventhGrade","Private",1000
"1387","South","Metropolitan",51,"Male","Married",39,"HighSchoolDiploma","Private",1470
"1388","South","Not Metropolitan",61,"Female","Married",39,"HighSchoolDiploma","Private",700
"1389","Northeast","Metropolitan",50,"Male","Married",43,"BachelorsDegree","Private",1826.92
"1390","Northeast","Metropolitan",52,"Female","Not Married",43,"BachelorsDegree","Private",680
"1391","South","Metropolitan",33,"Female","Married",36,"TenthGrade","Private",360
"1392","South","Metropolitan",28,"Male","Married",39,"HighSchoolDiploma","Private",480
"1393","South","Metropolitan",23,"Female","Not Married",43,"BachelorsDegree","Private",1596.15
"1394","West","Metropolitan",34,"Male","Married",43,"BachelorsDegree","Private",1338.59
"1395","South","Metropolitan",43,"Male","Not Married",39,"HighSchoolDiploma","Private",480
"1396","Midwest","Metropolitan",33,"Female","Married",43,"BachelorsDegree","Private",730.76
"1397","South","Metropolitan",21,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",350
"1398","South","Not Metropolitan",50,"Male","Married",31,"LessThanFirstGrade","Private",760
"1399","South","Metropolitan",61,"Male","Married",43,"BachelorsDegree","Private",1500
"1400","Midwest","Metropolitan",34,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",800
"1401","South","Metropolitan",24,"Male","Married",39,"HighSchoolDiploma","Private",380
"1402","Northeast","Metropolitan",42,"Male","Married",44,"MastersDegree","Private",1661.53
"1403","West","Metropolitan",52,"Female","Not Married",42,"AssocDegAcadem","Private",480
"1404","West","Metropolitan",42,"Male","Married",39,"HighSchoolDiploma","Private",1500
"1405","Midwest","Metropolitan",25,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",520
"1406","Northeast","Not Metropolitan",55,"Female","Married",39,"HighSchoolDiploma","Private",634.61
"1407","Midwest","Metropolitan",33,"Male","Married",43,"BachelorsDegree","Private",1250
"1408","South","Metropolitan",32,"Male","Married",44,"MastersDegree","Private",1153.84
"1409","South","Metropolitan",48,"Male","Married",42,"AssocDegAcadem","Private",1173.07
"1410","South","Metropolitan",59,"Female","Married",39,"HighSchoolDiploma","Private",461.53
"1411","West","Metropolitan",27,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",954.5
"1412","Midwest","Metropolitan",32,"Male","Married",34,"SeventhOrEighthGrade","Private",1007
"1413","Midwest","Metropolitan",57,"Male","Not Married",43,"BachelorsDegree","Private",1578.5
"1414","South","Metropolitan",60,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",384.61
"1415","Midwest","Metropolitan",59,"Male","Married",39,"HighSchoolDiploma","Private",384
"1416","West","Metropolitan",33,"Male","Married",37,"EleventhGrade","Private",245
"1417","Northeast","Metropolitan",55,"Male","Not Married",39,"HighSchoolDiploma","Private",949.2
"1418","Midwest","Metropolitan",46,"Male","Married",39,"HighSchoolDiploma","Private",1346.15
"1419","South","Metropolitan",40,"Male","Married",40,"SomeCollegeButNoDegree","Private",400
"1420","West","Metropolitan",32,"Female","Not Married",43,"BachelorsDegree","Private",923.07
"1421","Northeast","Metropolitan",37,"Male","Not Married",39,"HighSchoolDiploma","Private",480
"1422","South","Metropolitan",37,"Female","Not Married",39,"HighSchoolDiploma","Private",378
"1423","West","Metropolitan",25,"Male","Married",34,"SeventhOrEighthGrade","Private",460
"1424","Midwest","Metropolitan",24,"Male","Not Married",43,"BachelorsDegree","Private",1442.3
"1425","Midwest","Not Metropolitan",60,"Female","Not Married",39,"HighSchoolDiploma","Private",782.64
"1426","West","Metropolitan",41,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",400
"1427","West","Metropolitan",51,"Male","Not Married",42,"AssocDegAcadem","Private",1153.84
"1428","South","Metropolitan",31,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",680
"1429","Midwest","Metropolitan",54,"Female","Not Married",39,"HighSchoolDiploma","Private",400
"1430","South","Metropolitan",42,"Female","Married",39,"HighSchoolDiploma","Private",400
"1431","West","Metropolitan",43,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",961.38
"1432","Midwest","Metropolitan",28,"Female","Not Married",44,"MastersDegree","Private",1057.69
"1433","South","Metropolitan",46,"Female","Married",39,"HighSchoolDiploma","Private",450
"1434","South","Metropolitan",45,"Female","Married",40,"SomeCollegeButNoDegree","Private",550
"1435","Midwest","Metropolitan",38,"Male","Married",39,"HighSchoolDiploma","Private",400
"1436","West","Metropolitan",34,"Female","Not Married",39,"HighSchoolDiploma","Private",624.4
"1437","Midwest","Metropolitan",62,"Male","Married",39,"HighSchoolDiploma","Private",192.3
"1438","South","Not Metropolitan",42,"Male","Married",40,"SomeCollegeButNoDegree","Private",680
"1439","West","Metropolitan",38,"Male","Married",37,"EleventhGrade","Private",276.92
"1440","Northeast","Metropolitan",42,"Female","Married",43,"BachelorsDegree","Private",1442.3
"1441","South","Metropolitan",45,"Male","Not Married",44,"MastersDegree","Private",340
"1442","South","Not Metropolitan",68,"Female","Married",43,"BachelorsDegree","Private",884
"1443","Midwest","Metropolitan",56,"Male","Married",43,"BachelorsDegree","Private",1615.38
"1444","Northeast","Metropolitan",48,"Female","Married",39,"HighSchoolDiploma","Private",961.53
"1445","Northeast","Metropolitan",53,"Female","Not Married",31,"LessThanFirstGrade","Private",300
"1446","West","Not Metropolitan",40,"Male","Married",39,"HighSchoolDiploma","Private",1057
"1447","Northeast","Metropolitan",34,"Male","Married",40,"SomeCollegeButNoDegree","Private",620
"1448","Northeast","Metropolitan",50,"Male","Married",43,"BachelorsDegree","Private",2307.69
"1449","South","Not Metropolitan",33,"Female","Not Married",39,"HighSchoolDiploma","Private",390
"1450","South","Metropolitan",25,"Male","Married",42,"AssocDegAcadem","Private",2250
"1451","South","Metropolitan",44,"Female","Married",39,"HighSchoolDiploma","Private",300
"1452","West","Metropolitan",51,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",748
"1453","West","Not Identified",20,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",280
"1454","South","Not Metropolitan",46,"Female","Married",42,"AssocDegAcadem","Private",397.75
"1455","West","Metropolitan",44,"Male","Married",43,"BachelorsDegree","Private",1730.76
"1456","South","Metropolitan",33,"Male","Married",43,"BachelorsDegree","Private",1384.61
"1457","Northeast","Metropolitan",51,"Male","Married",39,"HighSchoolDiploma","Private",656
"1458","Northeast","Metropolitan",29,"Female","Not Married",43,"BachelorsDegree","Private",480.76
"1459","South","Not Metropolitan",69,"Male","Married",46,"DoctorateDegree","Private",2884.61
"1460","Midwest","Metropolitan",36,"Male","Married",39,"HighSchoolDiploma","Private",1153.84
"1461","South","Metropolitan",50,"Female","Married",42,"AssocDegAcadem","Private",300
"1462","West","Metropolitan",53,"Female","Married",42,"AssocDegAcadem","Private",411.95
"1463","South","Metropolitan",50,"Male","Married",43,"BachelorsDegree","Private",1153
"1464","West","Metropolitan",46,"Female","Married",43,"BachelorsDegree","Private",1346
"1465","Northeast","Metropolitan",50,"Male","Married",36,"TenthGrade","Private",700
"1466","South","Metropolitan",59,"Female","Not Married",39,"HighSchoolDiploma","Private",350
"1467","South","Metropolitan",38,"Male","Not Married",44,"MastersDegree","Private",1384.61
"1468","West","Metropolitan",51,"Male","Not Married",43,"BachelorsDegree","Private",784.8
"1469","West","Not Identified",58,"Male","Married",40,"SomeCollegeButNoDegree","Private",1200
"1470","Northeast","Metropolitan",50,"Female","Not Married",43,"BachelorsDegree","Private",1250
"1471","Northeast","Metropolitan",39,"Female","Not Married",43,"BachelorsDegree","Private",962.5
"1472","West","Metropolitan",34,"Female","Not Married",43,"BachelorsDegree","Private",1442.3
"1473","Midwest","Metropolitan",52,"Male","Married",43,"BachelorsDegree","Private",1538.46
"1474","West","Metropolitan",34,"Female","Not Married",44,"MastersDegree","Private",692
"1475","South","Metropolitan",33,"Female","Married",40,"SomeCollegeButNoDegree","Private",961
"1476","Northeast","Metropolitan",53,"Male","Married",39,"HighSchoolDiploma","Private",1442.3
"1477","South","Not Metropolitan",54,"Female","Married",39,"HighSchoolDiploma","Private",634
"1478","Midwest","Metropolitan",43,"Male","Married",44,"MastersDegree","Private",2115.38
"1479","South","Not Metropolitan",43,"Male","Married",32,"FirstSecondThirdOrFourthGrade","Private",700
"1480","Northeast","Metropolitan",22,"Male","Not Married",39,"HighSchoolDiploma","Private",360
"1481","Midwest","Not Metropolitan",50,"Male","Married",42,"AssocDegAcadem","Private",1346.15
"1482","West","Metropolitan",29,"Male","Married",39,"HighSchoolDiploma","Private",340
"1483","West","Metropolitan",27,"Female","Married",40,"SomeCollegeButNoDegree","Private",553.84
"1484","South","Metropolitan",36,"Male","Married",43,"BachelorsDegree","Private",1153
"1485","Midwest","Metropolitan",40,"Female","Married",39,"HighSchoolDiploma","Private",1028
"1486","South","Metropolitan",27,"Male","Not Married",42,"AssocDegAcadem","Private",738.4
"1487","Northeast","Metropolitan",29,"Female","Not Married",39,"HighSchoolDiploma","Private",558.52
"1488","Northeast","Metropolitan",45,"Female","Not Married",43,"BachelorsDegree","Private",700
"1489","Midwest","Metropolitan",24,"Female","Not Married",39,"HighSchoolDiploma","Private",480
"1490","Northeast","Metropolitan",43,"Female","Not Married",43,"BachelorsDegree","Private",673.07
"1491","South","Metropolitan",22,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",300
"1492","Midwest","Not Metropolitan",47,"Male","Not Married",39,"HighSchoolDiploma","Private",888.8
"1493","Northeast","Metropolitan",37,"Female","Married",43,"BachelorsDegree","Private",1730
"1494","Midwest","Metropolitan",45,"Female","Not Married",44,"MastersDegree","Private",1894
"1495","South","Metropolitan",54,"Male","Married",40,"SomeCollegeButNoDegree","Private",1400
"1496","Northeast","Metropolitan",52,"Female","Married",44,"MastersDegree","Private",1057
"1497","South","Metropolitan",31,"Female","Not Married",41,"AssocDegOccupVocat","Private",538.46
"1498","South","Not Metropolitan",35,"Female","Married",42,"AssocDegAcadem","Private",756
"1499","South","Metropolitan",39,"Female","Married",42,"AssocDegAcadem","Private",576.92
"1500","Northeast","Metropolitan",50,"Female","Married",42,"AssocDegAcadem","Private",615
"1501","Northeast","Metropolitan",38,"Male","Married",34,"SeventhOrEighthGrade","Private",640
"1502","Midwest","Metropolitan",39,"Male","Married",45,"ProfSchoolDegree","Private",1084
"1503","Midwest","Metropolitan",35,"Male","Married",33,"FifthorSixthGrade","Private",1250
"1504","Northeast","Metropolitan",48,"Female","Married",41,"AssocDegOccupVocat","Private",1340.28
"1505","West","Metropolitan",23,"Male","Married",39,"HighSchoolDiploma","Private",961.53
"1506","Northeast","Metropolitan",43,"Male","Not Married",39,"HighSchoolDiploma","Private",525
"1507","Midwest","Metropolitan",22,"Female","Not Married",43,"BachelorsDegree","Private",736
