"","Region","MetropolitanStatus","Exper","Educ","Race","WeeklyEarnings"
"8483","South","MetropolitanArea",42,12,"NotBlack",411.02
"8484","West","MetropolitanArea",14,17,"NotBlack",813.69
"8485","West","MetropolitanArea",10,14,"NotBlack",546.06
"8486","South","MetropolitanArea",4,18,"Black",648.15
"8487","Midwest","MetropolitanArea",13,12,"NotBlack",783.48
"8488","Midwest","MetropolitanArea",16,10,"NotBlack",197.53
"8489","Northeast","MetropolitanArea",29,8,"NotBlack",403.61
"8490","West","MetropolitanArea",3,14,"NotBlack",284.9
"8491","South","MetropolitanArea",17,17,"NotBlack",163.58
"8492","South","NotMetropolitanArea",0,12,"NotBlack",204.49
"8493","West","MetropolitanArea",13,12,"NotBlack",360.08
"8494","Northeast","MetropolitanArea",23,12,"NotBlack",404.02
"8495","Northeast","MetropolitanArea",35,12,"NotBlack",819.52
"8496","Midwest","MetropolitanArea",15,17,"NotBlack",1198.26
"8497","Northeast","MetropolitanArea",26,18,"NotBlack",1329.53
"8498","West","MetropolitanArea",0,18,"NotBlack",284.9
"8499","West","NotMetropolitanArea",24,16,"NotBlack",1187.08
"8500","South","NotMetropolitanArea",20,16,"NotBlack",154.32
"8501","Northeast","MetropolitanArea",1,12,"NotBlack",1471.89
"8502","Northeast","MetropolitanArea",37,8,"NotBlack",97.34
"8503","Northeast","MetropolitanArea",34,13,"NotBlack",629.63
"8504","Northeast","NotMetropolitanArea",19,13,"NotBlack",712.25
"8505","South","MetropolitanArea",0,14,"NotBlack",226.76
"8506","South","MetropolitanArea",0,12,"NotBlack",64.58
"8507","Midwest","NotMetropolitanArea",7,12,"NotBlack",379.87
"8508","South","MetropolitanArea",14,12,"NotBlack",342.94
"8509","South","MetropolitanArea",9,12,"NotBlack",712.25
"8510","West","MetropolitanArea",38,12,"NotBlack",503.91
"8511","Midwest","MetropolitanArea",6,13,"NotBlack",522.32
"8512","South","MetropolitanArea",7,12,"Black",333.33
"8513","West","MetropolitanArea",27,17,"Black",1187.08
"8514","South","MetropolitanArea",22,13,"NotBlack",332.38
"8515","South","NotMetropolitanArea",43,8,"Black",356.13
"8516","South","MetropolitanArea",3,12,"NotBlack",273.03
"8517","Northeast","NotMetropolitanArea",3,17,"NotBlack",474.83
"8518","South","MetropolitanArea",0,13,"NotBlack",185.19
"8519","South","MetropolitanArea",22,12,"Black",394.11
"8520","Northeast","MetropolitanArea",26,12,"Black",201.8
"8521","West","NotMetropolitanArea",16,16,"NotBlack",830.96
"8522","Northeast","MetropolitanArea",24,18,"NotBlack",1709.4
"8523","South","MetropolitanArea",29,10,"NotBlack",498.58
"8524","South","NotMetropolitanArea",13,12,"NotBlack",475.55
"8525","South","NotMetropolitanArea",23,9,"NotBlack",212.72
"8526","Midwest","MetropolitanArea",5,13,"NotBlack",474.83
"8527","West","MetropolitanArea",15,18,"NotBlack",1139.6
"8528","South","MetropolitanArea",12,12,"NotBlack",439.22
"8529","Northeast","NotMetropolitanArea",10,14,"NotBlack",347.22
"8530","Northeast","MetropolitanArea",10,18,"NotBlack",2374.15
"8531","Northeast","MetropolitanArea",17,12,"NotBlack",332.38
"8532","Northeast","MetropolitanArea",9,14,"NotBlack",1009.02
"8533","West","MetropolitanArea",5,14,"NotBlack",356.13
"8534","South","NotMetropolitanArea",18,14,"NotBlack",735.99
"8535","West","MetropolitanArea",39,6,"NotBlack",477.9
"8536","Northeast","MetropolitanArea",10,12,"NotBlack",522.32
"8537","West","NotMetropolitanArea",16,12,"NotBlack",534.19
"8538","Northeast","MetropolitanArea",20,18,"NotBlack",2374.15
"8539","Northeast","MetropolitanArea",49,14,"NotBlack",593.54
"8540","South","MetropolitanArea",40,14,"NotBlack",714.09
"8541","Midwest","MetropolitanArea",40,8,"NotBlack",808.71
"8542","Northeast","MetropolitanArea",17,14,"NotBlack",593.54
"8543","South","MetropolitanArea",4,11,"NotBlack",427.35
"8544","Midwest","MetropolitanArea",18,6,"NotBlack",360.08
"8545","Midwest","MetropolitanArea",36,9,"NotBlack",782.38
"8546","South","NotMetropolitanArea",4,12,"Black",294.4
"8547","Northeast","MetropolitanArea",16,18,"NotBlack",1685.66
"8548","Midwest","MetropolitanArea",11,16,"NotBlack",783.48
"8549","South","NotMetropolitanArea",15,12,"NotBlack",407.41
"8550","South","NotMetropolitanArea",12,12,"NotBlack",422.35
"8551","South","NotMetropolitanArea",7,12,"NotBlack",293.21
"8552","Midwest","MetropolitanArea",48,12,"NotBlack",783.48
"8553","South","MetropolitanArea",39,12,"NotBlack",644.12
"8554","West","MetropolitanArea",13,16,"NotBlack",446.8
"8555","West","MetropolitanArea",11,13,"NotBlack",493.83
"8556","West","MetropolitanArea",23,15,"NotBlack",778.73
"8557","Midwest","MetropolitanArea",27,13,"NotBlack",807.22
"8558","West","MetropolitanArea",6,14,"NotBlack",379.87
"8559","South","NotMetropolitanArea",22,12,"NotBlack",569.8
"8560","South","NotMetropolitanArea",14,14,"NotBlack",605.72
"8561","Northeast","MetropolitanArea",15,12,"NotBlack",1187.08
"8562","Midwest","NotMetropolitanArea",13,14,"NotBlack",643.23
"8563","South","MetropolitanArea",13,12,"Black",161.44
"8564","West","MetropolitanArea",27,6,"NotBlack",688.51
"8565","West","MetropolitanArea",2,13,"NotBlack",356.13
"8566","West","MetropolitanArea",5,12,"NotBlack",232.88
"8567","Midwest","NotMetropolitanArea",8,16,"NotBlack",308.64
"8568","Northeast","NotMetropolitanArea",36,12,"NotBlack",907.88
"8569","Northeast","MetropolitanArea",11,13,"NotBlack",356.13
"8570","South","MetropolitanArea",25,12,"Black",712.25
"8571","Northeast","MetropolitanArea",18,8,"Black",401.95
"8572","Midwest","MetropolitanArea",6,16,"NotBlack",735.99
"8573","Midwest","MetropolitanArea",28,12,"NotBlack",698.37
"8574","Midwest","MetropolitanArea",11,16,"NotBlack",1094.28
"8575","South","MetropolitanArea",29,18,"NotBlack",1187.08
"8576","Midwest","MetropolitanArea",16,16,"NotBlack",1020.89
"8577","Northeast","MetropolitanArea",17,10,"NotBlack",189.93
"8578","South","NotMetropolitanArea",20,12,"NotBlack",688.51
"8579","Midwest","MetropolitanArea",6,18,"NotBlack",949.67
"8580","West","NotMetropolitanArea",29,15,"NotBlack",768.89
"8581","West","MetropolitanArea",9,9,"NotBlack",296.3
"8582","South","NotMetropolitanArea",17,18,"NotBlack",1130.1
"8583","South","NotMetropolitanArea",24,8,"NotBlack",364.1
"8584","Midwest","NotMetropolitanArea",1,12,"NotBlack",220.46
"8585","South","MetropolitanArea",9,12,"NotBlack",389.86
"8586","South","MetropolitanArea",11,18,"NotBlack",1023.5
"8587","Midwest","MetropolitanArea",16,14,"NotBlack",64.3
"8588","Northeast","MetropolitanArea",11,12,"NotBlack",593.54
"8589","South","MetropolitanArea",31,12,"Black",593.54
"8590","West","MetropolitanArea",20,6,"NotBlack",237.42
"8591","Midwest","MetropolitanArea",7,12,"NotBlack",427.35
"8592","West","MetropolitanArea",4,14,"NotBlack",273.03
"8593","South","NotMetropolitanArea",2,14,"NotBlack",197.53
"8594","Northeast","MetropolitanArea",12,12,"NotBlack",830.96
"8595","Midwest","NotMetropolitanArea",28,13,"NotBlack",949.67
"8596","West","MetropolitanArea",21,17,"NotBlack",830.96
"8597","South","MetropolitanArea",18,12,"NotBlack",1163.34
"8598","Midwest","MetropolitanArea",10,16,"NotBlack",735.99
"8599","Midwest","MetropolitanArea",16,6,"NotBlack",432.1
"8600","Northeast","NotMetropolitanArea",19,12,"NotBlack",1610.31
"8601","West","MetropolitanArea",15,12,"NotBlack",546.06
"8602","Midwest","NotMetropolitanArea",4,12,"NotBlack",141.61
"8603","West","MetropolitanArea",25,16,"NotBlack",759.73
"8604","South","MetropolitanArea",10,16,"NotBlack",1353.28
"8605","West","MetropolitanArea",23,16,"NotBlack",890.31
"8606","South","NotMetropolitanArea",0,14,"NotBlack",205.76
"8607","Midwest","MetropolitanArea",18,14,"NotBlack",493.83
"8608","West","MetropolitanArea",18,16,"NotBlack",1519.47
"8609","South","NotMetropolitanArea",9,18,"NotBlack",356.13
"8610","South","MetropolitanArea",3,14,"Black",284.9
"8611","West","MetropolitanArea",16,15,"NotBlack",474.83
"8612","Midwest","MetropolitanArea",1,12,"NotBlack",246.91
"8613","South","NotMetropolitanArea",15,12,"NotBlack",382.19
"8614","Northeast","MetropolitanArea",16,16,"NotBlack",1068.38
"8615","Northeast","MetropolitanArea",40,8,"NotBlack",569.8
"8616","South","NotMetropolitanArea",8,12,"NotBlack",470.09
"8617","West","MetropolitanArea",8,18,"NotBlack",474.83
"8618","South","MetropolitanArea",24,12,"NotBlack",357.91
"8619","Midwest","NotMetropolitanArea",30,12,"NotBlack",949.67
"8620","South","MetropolitanArea",10,10,"NotBlack",411.52
"8621","South","NotMetropolitanArea",12,15,"NotBlack",712.25
"8622","South","MetropolitanArea",5,16,"Black",237.42
"8623","South","MetropolitanArea",8,16,"NotBlack",629.15
"8624","South","MetropolitanArea",29,9,"NotBlack",127.95
"8625","Midwest","MetropolitanArea",22,12,"NotBlack",688.51
"8626","Northeast","MetropolitanArea",3,14,"NotBlack",617.28
"8627","West","MetropolitanArea",11,12,"NotBlack",1080.25
"8628","Northeast","MetropolitanArea",28,4,"NotBlack",726.22
"8629","West","MetropolitanArea",33,12,"NotBlack",474.83
"8630","South","MetropolitanArea",32,12,"NotBlack",261.16
"8631","Northeast","MetropolitanArea",5,12,"NotBlack",523.5
"8632","Midwest","NotMetropolitanArea",9,16,"NotBlack",1234.57
"8633","Northeast","MetropolitanArea",35,12,"Black",1068.38
"8634","Northeast","MetropolitanArea",12,12,"NotBlack",403.61
"8635","Midwest","MetropolitanArea",54,7,"Black",569.8
"8636","South","MetropolitanArea",24,12,"Black",301.11
"8637","Northeast","MetropolitanArea",16,9,"NotBlack",403.61
"8638","West","MetropolitanArea",3,10,"NotBlack",211.3
"8639","Northeast","MetropolitanArea",31,18,"NotBlack",1111.11
"8640","Midwest","NotMetropolitanArea",19,16,"NotBlack",593.54
"8641","South","NotMetropolitanArea",10,11,"NotBlack",411.52
"8642","West","NotMetropolitanArea",50,3,"NotBlack",1012.98
"8643","South","NotMetropolitanArea",31,12,"NotBlack",493.83
"8644","South","MetropolitanArea",26,14,"NotBlack",1163.34
"8645","South","MetropolitanArea",42,16,"NotBlack",1424.5
"8646","West","MetropolitanArea",4,13,"NotBlack",355.53
"8647","West","MetropolitanArea",23,14,"NotBlack",455.84
"8648","Northeast","MetropolitanArea",16,13,"NotBlack",617.28
"8649","Midwest","MetropolitanArea",16,12,"NotBlack",427.35
"8650","Northeast","MetropolitanArea",25,14,"NotBlack",1139.6
"8651","Northeast","MetropolitanArea",26,13,"NotBlack",876.07
"8652","South","MetropolitanArea",32,16,"NotBlack",830.96
"8653","Midwest","NotMetropolitanArea",24,18,"NotBlack",747.86
"8654","Northeast","MetropolitanArea",36,9,"NotBlack",379.84
"8655","West","MetropolitanArea",9,14,"NotBlack",534.19
"8656","Midwest","NotMetropolitanArea",0,13,"NotBlack",98.35
"8657","South","NotMetropolitanArea",14,12,"NotBlack",546.06
"8658","South","MetropolitanArea",10,16,"NotBlack",427.35
"8659","West","MetropolitanArea",26,12,"Black",854.7
"8660","West","MetropolitanArea",20,16,"NotBlack",370.37
"8661","Midwest","MetropolitanArea",28,11,"NotBlack",712.25
"8662","West","MetropolitanArea",42,12,"NotBlack",308.64
"8663","West","MetropolitanArea",37,18,"NotBlack",777.16
"8664","South","NotMetropolitanArea",23,14,"Black",104.46
"8665","South","MetropolitanArea",5,12,"NotBlack",166.19
"8666","South","NotMetropolitanArea",41,13,"NotBlack",676.64
"8667","Northeast","MetropolitanArea",29,12,"NotBlack",830.96
"8668","Northeast","NotMetropolitanArea",47,10,"NotBlack",170.29
"8669","South","MetropolitanArea",16,17,"NotBlack",969.85
"8670","West","MetropolitanArea",39,13,"NotBlack",301.78
"8671","South","MetropolitanArea",20,14,"NotBlack",641.03
"8672","West","MetropolitanArea",3,12,"NotBlack",284.9
"8673","West","MetropolitanArea",31,12,"NotBlack",569.8
"8674","West","MetropolitanArea",10,12,"NotBlack",448.24
"8675","South","MetropolitanArea",12,14,"Black",1068.38
"8676","South","MetropolitanArea",8,18,"NotBlack",415.48
"8677","West","MetropolitanArea",13,12,"NotBlack",688.51
"8678","Northeast","MetropolitanArea",30,6,"NotBlack",351.38
"8679","Northeast","MetropolitanArea",22,12,"NotBlack",729.52
"8680","Northeast","MetropolitanArea",18,13,"NotBlack",673.12
"8681","Midwest","MetropolitanArea",33,7,"NotBlack",284.9
"8682","South","MetropolitanArea",15,14,"NotBlack",246.91
"8683","Midwest","MetropolitanArea",3,17,"NotBlack",166.19
"8684","West","MetropolitanArea",3,15,"NotBlack",256.41
"8685","Midwest","MetropolitanArea",34,16,"NotBlack",1305.79
"8686","South","MetropolitanArea",7,14,"NotBlack",546.06
"8687","South","MetropolitanArea",41,14,"NotBlack",417.85
"8688","South","MetropolitanArea",7,12,"Black",344.25
"8689","West","MetropolitanArea",13,18,"NotBlack",474.83
"8690","West","MetropolitanArea",6,16,"Black",676.64
"8691","Northeast","MetropolitanArea",9,12,"NotBlack",337.13
"8692","West","MetropolitanArea",13,10,"NotBlack",379.87
"8693","West","MetropolitanArea",31,14,"NotBlack",631.15
"8694","Midwest","MetropolitanArea",4,14,"NotBlack",593.54
"8695","West","MetropolitanArea",13,13,"NotBlack",356.13
"8696","West","MetropolitanArea",26,12,"NotBlack",213.68
"8697","Northeast","NotMetropolitanArea",20,12,"NotBlack",750.24
"8698","Northeast","MetropolitanArea",21,13,"Black",555.56
"8699","West","NotMetropolitanArea",30,14,"NotBlack",709.88
"8700","South","NotMetropolitanArea",24,5,"Black",189.93
"8701","Northeast","MetropolitanArea",27,12,"NotBlack",1028.81
"8702","West","NotMetropolitanArea",35,4,"NotBlack",332.38
"8703","Northeast","MetropolitanArea",44,14,"NotBlack",1187.08
"8704","Northeast","MetropolitanArea",7,12,"NotBlack",451.09
"8705","South","NotMetropolitanArea",33,12,"NotBlack",858.26
"8706","West","MetropolitanArea",31,8,"Black",261.16
"8707","Midwest","MetropolitanArea",2,16,"NotBlack",605.41
"8708","South","MetropolitanArea",14,12,"NotBlack",474.83
"8709","Midwest","MetropolitanArea",14,16,"NotBlack",1305.79
"8710","Midwest","MetropolitanArea",8,15,"NotBlack",830.96
"8711","Midwest","NotMetropolitanArea",14,12,"NotBlack",664.77
"8712","West","NotMetropolitanArea",30,11,"NotBlack",201.65
"8713","South","MetropolitanArea",2,16,"NotBlack",676.64
"8714","Northeast","MetropolitanArea",16,12,"NotBlack",1089.91
"8715","West","NotMetropolitanArea",3,13,"NotBlack",308.64
"8716","South","MetropolitanArea",4,12,"NotBlack",261.16
"8717","South","MetropolitanArea",28,12,"NotBlack",428.67
"8718","South","NotMetropolitanArea",15,9,"NotBlack",252.53
"8719","Northeast","NotMetropolitanArea",8,16,"NotBlack",320.51
"8720","West","MetropolitanArea",24,10,"NotBlack",352.73
"8721","Midwest","NotMetropolitanArea",28,12,"NotBlack",415.48
"8722","West","MetropolitanArea",11,9,"NotBlack",332.38
"8723","West","MetropolitanArea",7,16,"NotBlack",902.18
"8724","West","MetropolitanArea",39,12,"NotBlack",593.54
"8725","West","MetropolitanArea",15,16,"NotBlack",973.41
"8726","Northeast","MetropolitanArea",6,16,"NotBlack",1414.61
"8727","Northeast","MetropolitanArea",23,14,"NotBlack",878.44
"8728","South","MetropolitanArea",12,12,"NotBlack",593.54
"8729","Northeast","MetropolitanArea",41,12,"NotBlack",641.03
"8730","Midwest","MetropolitanArea",42,12,"NotBlack",451.09
"8731","West","MetropolitanArea",17,12,"NotBlack",541.31
"8732","South","MetropolitanArea",48,7,"NotBlack",258.78
"8733","West","NotMetropolitanArea",43,12,"NotBlack",470.09
"8734","South","MetropolitanArea",3,16,"NotBlack",617.28
"8735","Northeast","MetropolitanArea",21,18,"NotBlack",1857.55
"8736","West","MetropolitanArea",19,14,"NotBlack",735.99
"8737","Midwest","MetropolitanArea",13,10,"NotBlack",537.99
"8738","West","MetropolitanArea",34,13,"NotBlack",102.88
"8739","South","NotMetropolitanArea",9,16,"NotBlack",356.13
"8740","Northeast","NotMetropolitanArea",44,9,"NotBlack",386.47
"8741","South","NotMetropolitanArea",42,5,"NotBlack",308.64
"8742","Northeast","MetropolitanArea",38,16,"NotBlack",895.06
"8743","Midwest","MetropolitanArea",9,16,"NotBlack",479.58
"8744","South","NotMetropolitanArea",18,12,"NotBlack",569.8
"8745","Midwest","MetropolitanArea",11,13,"NotBlack",997.15
"8746","West","MetropolitanArea",7,15,"NotBlack",656.69
"8747","South","MetropolitanArea",12,18,"NotBlack",1139.6
"8748","South","MetropolitanArea",19,18,"NotBlack",368
"8749","Midwest","MetropolitanArea",41,12,"NotBlack",1140.63
"8750","South","NotMetropolitanArea",29,12,"NotBlack",854.7
"8751","West","MetropolitanArea",13,12,"NotBlack",532.56
"8752","Midwest","MetropolitanArea",23,12,"NotBlack",593.54
"8753","Midwest","MetropolitanArea",1,16,"NotBlack",465.34
"8754","Northeast","MetropolitanArea",15,16,"NotBlack",830.96
"8755","West","MetropolitanArea",12,18,"NotBlack",1187.08
"8756","South","MetropolitanArea",13,17,"NotBlack",997.15
"8757","South","NotMetropolitanArea",16,11,"NotBlack",434.47
"8758","West","NotMetropolitanArea",36,18,"NotBlack",1187.08
"8759","South","MetropolitanArea",28,12,"NotBlack",356.13
"8760","West","MetropolitanArea",3,14,"NotBlack",617.28
"8761","Midwest","MetropolitanArea",15,12,"NotBlack",322.22
"8762","Midwest","MetropolitanArea",17,17,"NotBlack",997.15
"8763","West","MetropolitanArea",14,15,"NotBlack",237.42
"8764","South","NotMetropolitanArea",6,11,"NotBlack",189.93
"8765","South","MetropolitanArea",19,14,"Black",1329.53
"8766","Midwest","MetropolitanArea",11,17,"NotBlack",1187.08
"8767","South","MetropolitanArea",20,13,"NotBlack",679.01
"8768","South","MetropolitanArea",44,13,"NotBlack",996.64
"8769","Midwest","MetropolitanArea",17,12,"NotBlack",997.15
"8770","South","MetropolitanArea",21,12,"NotBlack",259.92
"8771","South","MetropolitanArea",4,14,"NotBlack",368
"8772","Northeast","MetropolitanArea",14,12,"Black",451.09
"8773","South","MetropolitanArea",10,12,"NotBlack",593.54
"8774","Northeast","MetropolitanArea",18,16,"NotBlack",759.73
"8775","West","NotMetropolitanArea",28,14,"NotBlack",617.28
"8776","Midwest","NotMetropolitanArea",6,12,"NotBlack",332.38
"8777","Northeast","MetropolitanArea",20,16,"NotBlack",1068.38
"8778","Midwest","MetropolitanArea",13,15,"NotBlack",840.79
"8779","South","MetropolitanArea",7,16,"NotBlack",411.52
"8780","South","MetropolitanArea",9,12,"Black",237.42
"8781","West","NotMetropolitanArea",36,11,"NotBlack",280.58
"8782","Midwest","NotMetropolitanArea",0,14,"NotBlack",229.15
"8783","Midwest","MetropolitanArea",8,13,"NotBlack",569.8
"8784","West","NotMetropolitanArea",35,15,"NotBlack",1419.44
"8785","West","MetropolitanArea",11,12,"NotBlack",514.08
"8786","Midwest","MetropolitanArea",32,14,"NotBlack",1079.63
"8787","South","NotMetropolitanArea",21,12,"NotBlack",427.35
"8788","Northeast","MetropolitanArea",4,12,"NotBlack",189.93
"8789","Northeast","MetropolitanArea",19,17,"NotBlack",735.99
"8790","South","MetropolitanArea",43,7,"Black",292.02
"8791","Northeast","MetropolitanArea",14,14,"NotBlack",973.41
