"","Region","MetropolitanStatus","Age","EducationCategory","EducationCode","Race","WeeklyEarnings"
"1609","Midwest","Not Metropolitan",26,"HighSchoolDiploma",39,"White",600
"1610","West","Metropolitan",35,"TenthGrade",36,"White",800
"1611","West","Metropolitan",41,"MastersDegree",44,"White",807.69
"1612","Northeast","Metropolitan",59,"MastersDegree",44,"White",2884.61
"1613","Northeast","Metropolitan",30,"SomeCollegeButNoDegree",40,"Black",700
"1614","Midwest","Metropolitan",47,"BachelorsDegree",43,"White",1057.69
"1615","Northeast","Metropolitan",58,"MastersDegree",44,"White",2019.23
"1616","West","Metropolitan",31,"SomeCollegeButNoDegree",40,"White",553.84
"1617","Midwest","Metropolitan",20,"HighSchoolDiploma",39,"White",315
"1618","South","Metropolitan",54,"HighSchoolDiploma",39,"Black",673.07
"1619","West","Metropolitan",50,"SomeCollegeButNoDegree",40,"White",1339.5
"1620","South","Metropolitan",51,"SomeCollegeButNoDegree",40,"Black",670
"1621","West","Metropolitan",54,"AssocDegAcadem",42,"White",850
"1622","South","Metropolitan",18,"HighSchoolDiploma",39,"Black",576
"1623","West","Metropolitan",40,"HighSchoolDiploma",39,"White",360
"1624","South","Metropolitan",21,"HighSchoolDiploma",39,"Black",315
"1625","West","Metropolitan",36,"BachelorsDegree",43,"White",1153.84
"1626","Northeast","Metropolitan",54,"MastersDegree",44,"White",2307.69
"1627","South","Metropolitan",47,"AssocDegOccupVocat",41,"White",461
"1628","Midwest","Metropolitan",55,"HighSchoolDiploma",39,"White",1304
"1629","Midwest","Metropolitan",52,"TwelthButNoDiploma",38,"White",692.3
"1630","West","Metropolitan",38,"SomeCollegeButNoDegree",40,"White",540
"1631","South","Metropolitan",59,"BachelorsDegree",43,"White",884.61
"1632","South","Metropolitan",34,"TwelthButNoDiploma",38,"White",560
"1633","Midwest","Not Metropolitan",58,"HighSchoolDiploma",39,"White",1346.15
"1634","Northeast","Metropolitan",41,"HighSchoolDiploma",39,"White",360
"1635","Northeast","Metropolitan",22,"SomeCollegeButNoDegree",40,"White",288.75
"1636","Northeast","Metropolitan",50,"HighSchoolDiploma",39,"White",2115.38
"1637","Northeast","Metropolitan",34,"SomeCollegeButNoDegree",40,"White",620
"1638","West","Metropolitan",60,"HighSchoolDiploma",39,"White",385
"1639","Midwest","Not Metropolitan",57,"SeventhOrEighthGrade",34,"White",800
"1640","Midwest","Metropolitan",31,"SomeCollegeButNoDegree",40,"White",350
"1641","South","Metropolitan",38,"HighSchoolDiploma",39,"White",1100
"1642","Midwest","Not Metropolitan",31,"BachelorsDegree",43,"White",2884.61
"1643","South","Metropolitan",36,"HighSchoolDiploma",39,"White",1000
"1644","West","Metropolitan",35,"HighSchoolDiploma",39,"White",600
"1645","West","Metropolitan",26,"HighSchoolDiploma",39,"White",262.5
"1646","West","Metropolitan",43,"EleventhGrade",37,"White",936
"1647","Midwest","Not Metropolitan",28,"HighSchoolDiploma",39,"White",1000
"1648","West","Metropolitan",28,"BachelorsDegree",43,"White",865.38
"1649","Midwest","Not Metropolitan",50,"HighSchoolDiploma",39,"White",1538.46
"1650","South","Metropolitan",20,"FifthorSixthGrade",33,"White",500
"1651","West","Not Metropolitan",49,"MastersDegree",44,"White",1923.07
"1652","South","Metropolitan",64,"HighSchoolDiploma",39,"Black",961.53
"1653","West","Metropolitan",55,"HighSchoolDiploma",39,"White",390
"1654","Northeast","Not Metropolitan",56,"HighSchoolDiploma",39,"White",923.07
"1655","Midwest","Not Metropolitan",48,"HighSchoolDiploma",39,"White",632
"1656","Northeast","Not Metropolitan",51,"AssocDegAcadem",42,"White",826
"1657","West","Metropolitan",48,"EleventhGrade",37,"White",360
"1658","Midwest","Metropolitan",44,"AssocDegOccupVocat",41,"White",1606.71
"1659","South","Metropolitan",61,"DoctorateDegree",46,"White",2884.61
"1660","South","Metropolitan",24,"TwelthButNoDiploma",38,"White",560
"1661","South","Metropolitan",49,"SomeCollegeButNoDegree",40,"White",961
"1662","West","Metropolitan",42,"HighSchoolDiploma",39,"White",610
"1663","Midwest","Metropolitan",39,"AssocDegAcadem",42,"White",769.23
"1664","South","Metropolitan",20,"SomeCollegeButNoDegree",40,"White",380
"1665","South","Metropolitan",32,"BachelorsDegree",43,"White",2596.15
"1666","West","Metropolitan",48,"BachelorsDegree",43,"White",2307.69
"1667","Midwest","Not Metropolitan",49,"HighSchoolDiploma",39,"White",990
"1668","Midwest","Metropolitan",51,"HighSchoolDiploma",39,"White",903
"1669","Northeast","Metropolitan",40,"MastersDegree",44,"White",1000
"1670","West","Not Identified",21,"EleventhGrade",37,"White",380
"1671","Midwest","Metropolitan",53,"MastersDegree",44,"White",1326
"1672","West","Metropolitan",30,"BachelorsDegree",43,"White",2307
"1673","South","Metropolitan",49,"HighSchoolDiploma",39,"White",300
"1674","South","Metropolitan",42,"HighSchoolDiploma",39,"White",300
"1675","Midwest","Metropolitan",64,"BachelorsDegree",43,"White",1040
"1676","West","Metropolitan",26,"NinthGrade",35,"White",406
"1677","South","Metropolitan",56,"SomeCollegeButNoDegree",40,"White",880
"1678","Midwest","Metropolitan",24,"HighSchoolDiploma",39,"White",1046.25
"1679","Midwest","Not Metropolitan",56,"HighSchoolDiploma",39,"White",360
"1680","Midwest","Metropolitan",34,"BachelorsDegree",43,"White",788.46
"1681","Northeast","Metropolitan",56,"HighSchoolDiploma",39,"White",2076.92
"1682","South","Not Metropolitan",50,"LessThanFirstGrade",31,"White",300
"1683","Midwest","Metropolitan",27,"BachelorsDegree",43,"White",1000
"1684","West","Metropolitan",46,"BachelorsDegree",43,"White",1538.46
"1685","South","Metropolitan",58,"SomeCollegeButNoDegree",40,"Black",576
"1686","South","Not Metropolitan",34,"BachelorsDegree",43,"White",576
"1687","Midwest","Not Metropolitan",38,"HighSchoolDiploma",39,"White",632
"1688","Midwest","Metropolitan",38,"BachelorsDegree",43,"White",2403.84
"1689","Northeast","Metropolitan",44,"TenthGrade",36,"White",380
"1690","Midwest","Metropolitan",29,"HighSchoolDiploma",39,"White",370
"1691","Midwest","Metropolitan",52,"HighSchoolDiploma",39,"White",534.6
"1692","South","Metropolitan",39,"HighSchoolDiploma",39,"White",865
"1693","Midwest","Metropolitan",32,"BachelorsDegree",43,"White",1250
"1694","South","Metropolitan",56,"SomeCollegeButNoDegree",40,"White",1210
"1695","West","Metropolitan",56,"AssocDegAcadem",42,"White",1250
"1696","Northeast","Not Metropolitan",27,"AssocDegAcadem",42,"White",346.15
"1697","Northeast","Metropolitan",49,"AssocDegAcadem",42,"White",1050
"1698","South","Metropolitan",44,"HighSchoolDiploma",39,"Black",360
"1699","Northeast","Metropolitan",58,"BachelorsDegree",43,"White",2884.61
"1700","Northeast","Metropolitan",45,"SomeCollegeButNoDegree",40,"White",575
"1701","South","Metropolitan",47,"FifthorSixthGrade",33,"White",350
"1702","South","Metropolitan",36,"HighSchoolDiploma",39,"Black",566.83
"1703","Midwest","Metropolitan",65,"BachelorsDegree",43,"White",769
"1704","Northeast","Metropolitan",57,"SomeCollegeButNoDegree",40,"White",437.76
"1705","West","Metropolitan",40,"BachelorsDegree",43,"White",1538.46
"1706","Midwest","Metropolitan",43,"BachelorsDegree",43,"White",2115.38
"1707","Northeast","Not Metropolitan",40,"HighSchoolDiploma",39,"White",509.2
"1708","West","Metropolitan",54,"HighSchoolDiploma",39,"White",480
"1709","Midwest","Metropolitan",41,"BachelorsDegree",43,"White",900
"1710","Northeast","Metropolitan",49,"HighSchoolDiploma",39,"White",1050
"1711","South","Metropolitan",41,"HighSchoolDiploma",39,"White",576.92
"1712","Northeast","Metropolitan",52,"HighSchoolDiploma",39,"White",1307.69
"1713","Midwest","Metropolitan",54,"BachelorsDegree",43,"White",1942.3
"1714","Midwest","Metropolitan",32,"BachelorsDegree",43,"White",557.69
"1715","Northeast","Not Metropolitan",37,"AssocDegAcadem",42,"White",500
"1716","South","Metropolitan",29,"BachelorsDegree",43,"Black",1080
"1717","South","Metropolitan",48,"SomeCollegeButNoDegree",40,"White",680
"1718","South","Metropolitan",35,"MastersDegree",44,"White",882.69
"1719","West","Metropolitan",32,"AssocDegOccupVocat",41,"White",900
"1720","Northeast","Metropolitan",30,"MastersDegree",44,"White",1904
"1721","West","Metropolitan",41,"AssocDegOccupVocat",41,"White",480.76
"1722","Midwest","Metropolitan",51,"MastersDegree",44,"White",2096.15
"1723","Midwest","Metropolitan",54,"BachelorsDegree",43,"White",1538.46
"1724","South","Metropolitan",30,"FifthorSixthGrade",33,"White",500
"1725","Midwest","Metropolitan",59,"MastersDegree",44,"White",673.07
"1726","Midwest","Metropolitan",49,"HighSchoolDiploma",39,"White",520
"1727","Midwest","Not Metropolitan",51,"HighSchoolDiploma",39,"White",440
"1728","South","Not Metropolitan",49,"AssocDegOccupVocat",41,"White",1153.84
"1729","South","Metropolitan",27,"MastersDegree",44,"White",1134.61
"1730","West","Metropolitan",66,"MastersDegree",44,"White",2884
"1731","Midwest","Not Metropolitan",23,"BachelorsDegree",43,"White",673
"1732","South","Metropolitan",31,"SomeCollegeButNoDegree",40,"Black",415
"1733","Midwest","Metropolitan",27,"BachelorsDegree",43,"White",230.76
"1734","Midwest","Metropolitan",23,"AssocDegOccupVocat",41,"Black",550
"1735","South","Metropolitan",30,"BachelorsDegree",43,"White",450
"1736","South","Metropolitan",42,"SomeCollegeButNoDegree",40,"Black",1153.84
"1737","West","Metropolitan",52,"HighSchoolDiploma",39,"White",1500
"1738","West","Metropolitan",56,"ProfSchoolDegree",45,"White",1369
"1739","Midwest","Metropolitan",62,"AssocDegOccupVocat",41,"Black",576.92
"1740","South","Not Metropolitan",65,"NinthGrade",35,"White",1240
"1741","West","Metropolitan",25,"AssocDegAcadem",42,"White",288
"1742","South","Metropolitan",55,"SomeCollegeButNoDegree",40,"White",1250
"1743","West","Metropolitan",60,"BachelorsDegree",43,"White",1038.46
"1744","Midwest","Metropolitan",22,"SomeCollegeButNoDegree",40,"White",1057.69
"1745","West","Not Metropolitan",50,"BachelorsDegree",43,"White",640
"1746","Northeast","Metropolitan",25,"BachelorsDegree",43,"White",1500
"1747","South","Metropolitan",28,"SomeCollegeButNoDegree",40,"White",846.15
"1748","South","Metropolitan",34,"BachelorsDegree",43,"White",807.69
"1749","Midwest","Metropolitan",62,"HighSchoolDiploma",39,"White",650
"1750","West","Metropolitan",49,"AssocDegAcadem",42,"White",1500
"1751","Midwest","Metropolitan",32,"HighSchoolDiploma",39,"White",923
"1752","West","Metropolitan",49,"HighSchoolDiploma",39,"White",800
"1753","West","Metropolitan",26,"AssocDegOccupVocat",41,"White",669
"1754","Midwest","Not Metropolitan",35,"AssocDegAcadem",42,"White",1120
"1755","West","Metropolitan",29,"SomeCollegeButNoDegree",40,"White",769.23
"1756","West","Metropolitan",22,"SomeCollegeButNoDegree",40,"White",330
"1757","West","Metropolitan",62,"SomeCollegeButNoDegree",40,"White",306.95
"1758","South","Metropolitan",39,"HighSchoolDiploma",39,"White",700
"1759","West","Metropolitan",24,"HighSchoolDiploma",39,"White",480
"1760","South","Metropolitan",52,"HighSchoolDiploma",39,"White",923
"1761","South","Metropolitan",26,"AssocDegOccupVocat",41,"White",1100
"1762","West","Metropolitan",28,"SomeCollegeButNoDegree",40,"White",507.69
"1763","West","Metropolitan",32,"ProfSchoolDegree",45,"White",865.38
"1764","South","Metropolitan",53,"SomeCollegeButNoDegree",40,"White",1346.15
"1765","Northeast","Not Metropolitan",28,"BachelorsDegree",43,"White",1100
"1766","Northeast","Metropolitan",34,"HighSchoolDiploma",39,"White",572
"1767","South","Metropolitan",58,"TwelthButNoDiploma",38,"White",380
"1768","Midwest","Metropolitan",38,"AssocDegAcadem",42,"White",1307.69
"1769","South","Not Metropolitan",31,"AssocDegAcadem",42,"White",350
"1770","Midwest","Metropolitan",33,"SomeCollegeButNoDegree",40,"White",903.84
"1771","South","Metropolitan",64,"SomeCollegeButNoDegree",40,"White",700
"1772","Northeast","Metropolitan",69,"MastersDegree",44,"White",480.76
"1773","South","Metropolitan",57,"AssocDegOccupVocat",41,"Black",880
"1774","South","Metropolitan",54,"HighSchoolDiploma",39,"Black",865
"1775","Midwest","Metropolitan",45,"AssocDegOccupVocat",41,"White",2884
"1776","Midwest","Metropolitan",50,"SomeCollegeButNoDegree",40,"White",1647.63
"1777","Midwest","Metropolitan",53,"BachelorsDegree",43,"White",1538.46
"1778","West","Metropolitan",20,"SomeCollegeButNoDegree",40,"White",440
"1779","South","Metropolitan",42,"BachelorsDegree",43,"White",1615
"1780","Midwest","Metropolitan",65,"HighSchoolDiploma",39,"Black",800
"1781","South","Not Metropolitan",34,"SomeCollegeButNoDegree",40,"White",600
"1782","West","Not Metropolitan",29,"HighSchoolDiploma",39,"White",1371
"1783","South","Metropolitan",59,"SeventhOrEighthGrade",34,"White",326
"1784","Midwest","Metropolitan",44,"HighSchoolDiploma",39,"White",2884.61
"1785","West","Metropolitan",63,"MastersDegree",44,"White",2125
"1786","West","Metropolitan",56,"FifthorSixthGrade",33,"White",320
"1787","South","Metropolitan",39,"SomeCollegeButNoDegree",40,"White",576.92
"1788","Northeast","Metropolitan",37,"AssocDegAcadem",42,"White",1204.8
"1789","Midwest","Metropolitan",48,"BachelorsDegree",43,"White",300
"1790","Midwest","Metropolitan",32,"MastersDegree",44,"White",2211.53
"1791","Northeast","Metropolitan",67,"HighSchoolDiploma",39,"White",1230
"1792","South","Metropolitan",39,"TenthGrade",36,"White",1730
"1793","Northeast","Not Metropolitan",41,"AssocDegAcadem",42,"Black",1500
"1794","Midwest","Not Metropolitan",41,"AssocDegOccupVocat",41,"White",700
"1795","South","Metropolitan",25,"SomeCollegeButNoDegree",40,"White",614.4
"1796","Midwest","Metropolitan",30,"AssocDegAcadem",42,"White",600
"1797","Northeast","Metropolitan",49,"BachelorsDegree",43,"White",1250
"1798","West","Metropolitan",40,"BachelorsDegree",43,"White",2884.61
"1799","Midwest","Metropolitan",27,"SomeCollegeButNoDegree",40,"Black",650
"1800","South","Metropolitan",29,"NinthGrade",35,"White",360
"1801","South","Metropolitan",54,"HighSchoolDiploma",39,"White",320
"1802","South","Metropolitan",28,"SomeCollegeButNoDegree",40,"White",800
"1803","Northeast","Metropolitan",53,"AssocDegAcadem",42,"White",750
"1804","Midwest","Metropolitan",36,"HighSchoolDiploma",39,"White",661
"1805","Midwest","Metropolitan",36,"BachelorsDegree",43,"White",2884.61
"1806","Midwest","Metropolitan",28,"TwelthButNoDiploma",38,"White",450
"1807","Midwest","Metropolitan",33,"HighSchoolDiploma",39,"White",560
"1808","West","Metropolitan",36,"BachelorsDegree",43,"White",1053
"1809","Northeast","Not Metropolitan",54,"ProfSchoolDegree",45,"White",1538.46
"1810","South","Metropolitan",45,"HighSchoolDiploma",39,"White",1192.3
"1811","Midwest","Not Metropolitan",40,"HighSchoolDiploma",39,"White",800
"1812","Midwest","Not Metropolitan",21,"SomeCollegeButNoDegree",40,"White",320
"1813","Midwest","Metropolitan",43,"BachelorsDegree",43,"White",2884.61
"1814","Midwest","Not Metropolitan",30,"EleventhGrade",37,"White",692.3
"1815","South","Metropolitan",43,"SomeCollegeButNoDegree",40,"White",876.92
"1816","West","Not Identified",48,"BachelorsDegree",43,"White",1538.46
"1817","South","Metropolitan",45,"AssocDegAcadem",42,"White",1615.38
"1818","Midwest","Metropolitan",39,"MastersDegree",44,"White",961
"1819","Midwest","Metropolitan",56,"SomeCollegeButNoDegree",40,"White",1846.15
"1820","Midwest","Metropolitan",55,"HighSchoolDiploma",39,"White",1442.3
"1821","West","Metropolitan",31,"HighSchoolDiploma",39,"White",595.94
"1822","Midwest","Not Metropolitan",49,"BachelorsDegree",43,"White",1110
"1823","West","Metropolitan",46,"BachelorsDegree",43,"White",2884.61
"1824","South","Metropolitan",57,"HighSchoolDiploma",39,"Black",880
"1825","South","Metropolitan",30,"AssocDegOccupVocat",41,"White",440
"1826","Midwest","Metropolitan",38,"SomeCollegeButNoDegree",40,"White",720
"1827","West","Metropolitan",27,"EleventhGrade",37,"White",320
"1828","West","Metropolitan",26,"MastersDegree",44,"White",576.92
"1829","Northeast","Metropolitan",30,"SomeCollegeButNoDegree",40,"White",400
"1830","South","Metropolitan",24,"BachelorsDegree",43,"White",1048
"1831","Midwest","Metropolitan",35,"FifthorSixthGrade",33,"White",1250
"1832","Northeast","Metropolitan",50,"EleventhGrade",37,"White",1480.76
"1833","South","Metropolitan",57,"BachelorsDegree",43,"White",1923.07
"1834","Northeast","Metropolitan",33,"MastersDegree",44,"White",1057.69
"1835","Northeast","Metropolitan",43,"HighSchoolDiploma",39,"White",525
"1836","South","Metropolitan",57,"SomeCollegeButNoDegree",40,"White",564
"1837","Midwest","Metropolitan",50,"HighSchoolDiploma",39,"White",528
"1838","West","Metropolitan",45,"FirstSecondThirdOrFourthGrade",32,"White",325
"1839","South","Not Metropolitan",33,"MastersDegree",44,"White",673
"1840","Northeast","Metropolitan",42,"SomeCollegeButNoDegree",40,"White",1552.4
"1841","West","Metropolitan",54,"SomeCollegeButNoDegree",40,"White",457.6
"1842","West","Metropolitan",51,"LessThanFirstGrade",31,"White",390
"1843","Midwest","Metropolitan",26,"BachelorsDegree",43,"White",885.6
"1844","South","Metropolitan",26,"HighSchoolDiploma",39,"Black",404
"1845","South","Metropolitan",21,"BachelorsDegree",43,"White",769
"1846","Midwest","Metropolitan",42,"SomeCollegeButNoDegree",40,"White",1307.69
"1847","Midwest","Metropolitan",34,"MastersDegree",44,"White",653
"1848","Northeast","Not Metropolitan",40,"AssocDegOccupVocat",41,"White",1038.46
"1849","Northeast","Not Metropolitan",48,"BachelorsDegree",43,"White",1115.38
"1850","Midwest","Metropolitan",26,"BachelorsDegree",43,"White",93.6
"1851","Northeast","Metropolitan",29,"HighSchoolDiploma",39,"White",1346.15
"1852","West","Metropolitan",39,"NinthGrade",35,"White",1200
"1853","West","Metropolitan",64,"SomeCollegeButNoDegree",40,"White",2326.92
