"","Subject","Imagazine","Inewspaper","Ilibrary","MotherEd","FatherEd","FamilyIncome78","Race","Gender","Educ","Science","Arith","Word","Parag","Numer","Coding","Auto","Math","Mechanic","Elec","AFQT","Income2005","Esteem1","Esteem2","Esteem3","Esteem4","Esteem5","Esteem6","Esteem7","Esteem8","Esteem9","Esteem10"
"759",1891,0,1,1,12,12,9165,3,"male",12,15,23,25,12,30,48,20,10,13,15,46.449,26800,2,2,3,2,3,2,2,3,3,2
"760",1895,1,1,1,12,12,28000,3,"male",14,23,24,34,14,39,46,23,20,20,18,84.709,83000,1,1,4,1,4,1,1,4,4,4
"761",1896,1,1,1,12,12,28000,3,"female",18,19,25,34,13,38,53,14,22,9,13,85.085,28000,2,2,3,2,3,2,2,3,3,3
"762",1899,1,1,1,10,9,15000,3,"male",12,17,14,21,10,18,23,16,9,7,11,24.004,32000,2,2,3,2,3,2,2,3,3,3
"763",1902,1,1,1,12,12,60000,3,"female",12,15,18,26,11,38,38,7,7,8,10,48.953,40574,2,2,3,2,3,3,3,2,3,2
"764",1904,1,1,0,11,11,25800,3,"female",12,18,27,30,15,49,62,16,23,15,14,86.141,26000,1,1,4,1,4,1,1,4,4,4
"765",1905,1,1,0,11,11,25800,3,"female",12,16,18,23,11,45,57,12,19,13,10,58.233,45000,2,2,3,2,2,2,2,3,3,3
"766",1906,1,1,1,17,18,35000,3,"female",18,23,29,34,14,48,74,14,25,16,16,97.146,25000,2,2,3,2,3,2,2,3,3,3
"767",1910,1,1,1,12,12,25000,3,"male",12,23,23,31,9,34,43,23,16,23,16,55.765,55000,2,2,3,2,3,2,2,3,3,4
"768",1912,1,1,1,10,12,25000,3,"female",14,11,12,30,10,39,50,10,16,15,10,49.375,25000,1,1,4,1,4,1,1,4,4,4
"769",1913,1,1,1,10,12,25000,3,"female",14,10,15,24,8,36,49,9,9,13,5,41.544,14103,1,1,4,2,4,2,2,3,3,4
"770",1914,1,1,1,16,16,37000,3,"male",19,25,26,35,15,44,57,18,20,19,16,95.324,48000,1,1,3,1,4,2,1,4,2,3
"771",1916,1,1,1,16,16,33680,3,"male",19,20,21,32,9,35,56,13,18,15,13,66.692,74481,1,1,4,1,4,1,1,4,4,4
"772",1917,1,1,1,12,12,9000,3,"male",12,12,20,9,9,15,30,9,10,14,10,27.775,48000,2,2,3,2,3,2,2,3,3,3
"773",1918,1,1,1,12,12,22000,3,"male",12,14,24,28,13,42,53,20,19,15,12,74.519,68000,1,1,4,1,4,2,1,3,3,4
"774",1920,1,1,1,13,16,42000,3,"male",14,12,23,25,7,38,60,10,17,6,7,57.75,2000,1,1,4,1,4,1,1,4,3,2
"775",1924,1,0,1,11,16,16000,3,"male",16,13,14,23,10,38,54,10,14,15,6,39.286,65000,2,2,3,2,3,2,2,3,3,3
"776",1925,0,1,0,12,12,17500,3,"male",12,18,25,29,13,50,59,21,16,21,16,66.523,44000,1,1,4,1,4,1,1,3,4,4
"777",1926,1,0,0,12,10,16000,3,"female",12,13,12,25,14,26,46,13,6,8,13,31.904,16000,1,1,4,1,3,1,2,2,3,3
"778",1927,0,1,0,12,10,16000,3,"female",12,14,17,22,14,47,55,9,12,16,8,53.586,21455,1,1,3,1,3,1,1,3,3,3
"779",1929,0,1,1,12,12,20000,3,"female",14,23,30,35,14,50,57,18,23,21,17,95.734,81000,1,1,4,1,4,1,1,4,4,4
"780",1930,1,1,1,12,12,20000,3,"male",16,23,30,31,14,42,59,15,23,17,15,95.174,45000,2,1,3,2,4,2,2,3,3,3
"781",1944,0,0,1,12,11,2700,3,"male",14,17,28,27,15,45,63,22,18,22,18,82.351,86000,2,2,3,2,3,2,2,3,3,3
"782",1947,1,1,1,10,10,13000,3,"female",12,16,15,26,11,35,55,16,10,9,9,41.857,16000,2,2,4,2,3,2,2,4,3,3
"783",1950,1,1,1,12,16,10000,3,"male",16,22,15,34,11,45,65,18,19,19,14,63.15,22000,1,1,3,1,4,2,2,1,2,2
"784",1951,1,1,1,12,15,23000,3,"female",18,16,16,27,11,40,69,15,12,10,10,45.219,42000,1,1,4,1,4,2,2,4,3,4
"785",1952,1,1,1,12,15,23000,3,"male",17,19,16,25,9,35,44,19,10,21,12,46.049,85000,1,1,4,1,3,1,2,3,2,3
"786",1953,1,1,1,18,12,27500,3,"female",19,21,26,32,13,39,49,8,20,19,12,87.413,24000,1,1,4,1,4,2,2,2,2,3
"787",1954,1,1,1,16,16,34000,3,"female",16,22,24,35,14,49,77,17,19,17,14,87.743,4000,1,1,4,2,4,2,2,4,4,4
"788",1955,1,1,0,12,16,17000,3,"male",14,21,26,35,11,40,45,17,21,19,17,79.36,60000,1,1,4,1,4,1,1,4,4,4
"789",1957,1,0,0,12,12,30000,3,"male",12,5,13,14,4,10,24,8,6,12,12,10.797,47000,2,1,3,1,3,1,1,3,3,3
"790",1958,1,1,0,13,13,15000,3,"male",15,23,21,34,14,36,28,24,16,21,17,79.33,45000,1,1,3,2,3,2,1,3,3,3
"791",1959,1,1,0,8,9,14000,3,"male",12,16,10,24,11,28,39,15,9,10,11,29.263,36000,2,1,3,1,3,1,1,3,3,3
"792",1961,1,1,0,12,17,15320,3,"male",12,24,22,29,11,43,58,25,13,24,17,48.541,100000,1,1,4,1,4,1,1,4,4,4
"793",1962,0,1,0,12,12,15320,3,"female",12,12,8,16,9,22,54,13,7,12,8,10.28,25000,2,2,3,2,4,2,2,3,3,3
"794",1963,1,1,1,12,12,25000,3,"male",12,18,22,30,12,50,67,15,19,21,14,63.4,67000,1,1,4,2,4,1,2,4,4,4
"795",1964,0,1,1,12,8,18000,3,"male",12,13,14,27,12,21,32,18,9,17,9,29.838,30000,2,2,4,2,4,2,2,3,4,4
"796",1965,1,0,1,12,8,5000,3,"female",12,15,16,26,13,39,48,13,15,14,12,52.187,25000,1,1,4,1,4,1,1,4,4,4
"797",1966,1,1,1,17,14,15000,3,"male",12,25,24,33,14,36,49,21,22,25,17,85.623,42000,1,1,4,1,4,1,2,4,4,4
"798",1967,1,1,1,17,14,15000,3,"female",16,10,18,25,14,26,48,10,10,16,7,61.486,40000,2,2,3,3,3,2,2,3,3,3
"799",1971,1,1,1,12,14,22000,3,"male",12,18,16,28,7,29,23,17,17,19,14,51.182,65000,1,1,4,1,4,1,2,3,4,4
"800",1975,1,1,0,12,12,22000,3,"male",12,18,16,31,15,37,40,21,18,16,17,80.742,41000,2,2,3,2,4,2,2,3,2,3
"801",1976,1,1,0,9,8,19000,3,"female",16,19,14,28,15,36,45,15,13,19,18,64.089,36000,1,1,3,1,3,1,1,3,3,4
"802",1977,1,1,1,12,12,24000,3,"male",12,18,15,27,5,22,37,21,11,16,18,37.901,50000,1,1,4,1,4,1,1,3,3,4
"803",1978,1,1,1,12,12,24000,3,"male",14,12,10,19,8,22,19,17,10,20,11,29.377,48000,2,2,3,2,3,2,2,3,2,3
"804",1985,1,1,1,12,16,21000,3,"female",12,15,10,29,14,45,59,12,14,12,10,59.974,25000,2,2,3,2,3,2,2,3,3,3
"805",1986,1,0,0,12,12,35000,3,"female",14,17,20,28,13,49,54,10,15,14,7,69.903,23000,1,1,3,1,4,1,1,4,4,4
"806",1988,1,0,1,17,17,27000,3,"male",12,11,12,20,8,8,15,20,5,17,14,15.656,46000,2,1,4,2,4,1,1,3,4,4
"807",1990,0,1,1,12,12,22540,3,"female",12,16,26,32,12,47,63,18,22,18,15,63.26,26000,1,1,4,1,4,2,1,4,3,4
"808",1992,1,1,1,12,3,10800,3,"male",13,12,10,16,9,26,43,10,9,15,7,24.185,68000,1,1,3,1,3,2,2,3,3,3
"809",1994,1,1,1,12,12,9929,3,"female",13,15,24,31,15,47,65,14,21,15,13,75.484,28000,1,1,4,1,4,2,2,4,2,4
"810",1995,1,1,1,12,15,25000,3,"female",15,14,19,23,9,36,21,9,7,14,7,33.083,3000,2,1,3,2,3,2,2,2,3,3
"811",1996,1,1,1,9,12,21000,3,"male",12,22,19,33,12,40,15,21,16,17,15,53.612,32000,1,1,4,2,4,1,1,2,3,4
"812",1998,1,1,0,11,12,21000,3,"male",12,16,21,29,11,49,24,19,11,13,14,59.463,9724,2,2,3,2,4,2,2,3,3,3
"813",1999,0,1,1,16,14,17000,3,"female",19,20,19,32,11,32,43,9,20,11,10,67.772,46000,1,1,4,2,4,2,2,3,4,3
"814",2002,1,1,1,12,12,1292,3,"female",12,13,15,25,12,31,47,12,6,9,7,35.088,12000,1,1,4,1,4,1,2,4,4,4
"815",2003,0,1,0,12,12,10000,3,"female",12,6,6,14,6,26,46,13,9,6,6,13.023,8000,2,1,3,1,4,1,3,1,1,2
"816",2005,1,1,1,12,16,50000,3,"male",16,23,24,33,12,44,22,18,22,20,14,84.088,78000,1,1,4,1,4,1,1,3,3,3
"817",2007,1,1,0,12,12,26000,3,"male",14,23,25,30,14,44,55,19,22,22,18,92.051,143000,1,1,4,1,4,1,1,4,4,4
"818",2010,1,1,0,16,18,36000,3,"male",19,22,21,34,14,45,58,21,19,24,19,75.4,12000,1,1,4,1,4,1,1,4,4,4
"819",2011,1,1,0,12,12,40000,3,"female",15,19,19,30,14,41,57,9,14,14,13,70.191,25000,1,1,3,1,4,2,2,3,3,3
"820",2012,1,1,1,12,9,28000,3,"female",12,13,15,31,10,32,53,9,14,16,11,39.888,32000,1,1,2,1,3,1,2,3,3,4
"821",2013,1,1,1,12,12,33000,3,"female",12,15,28,33,14,45,39,14,19,13,15,86.555,9200,1,1,4,1,4,2,2,4,4,4
"822",2014,1,1,1,12,14,24000,3,"male",12,16,25,29,11,39,43,19,21,17,14,54.184,27000,2,2,3,2,3,2,2,3,3,3
"823",2018,1,1,1,12,9,28000,3,"male",12,15,22,27,14,30,41,23,16,16,19,72.231,27640,2,2,3,2,3,2,2,3,3,3
"824",2020,1,1,1,12,11,28000,3,"male",12,11,8,20,9,23,38,19,8,19,13,23.806,26000,2,2,3,2,4,2,2,2,3,3
"825",2024,1,1,1,17,20,18000,3,"male",15,23,29,33,14,42,55,21,23,25,17,89.508,65000,1,1,4,1,3,1,2,4,4,4
"826",2027,1,1,1,10,10,6958,3,"female",19,22,30,33,15,44,52,14,23,15,12,93.336,9000,1,1,4,2,4,1,1,4,4,4
"827",2029,1,1,1,16,12,7478,3,"male",20,22,26,35,15,33,57,17,23,19,18,93.935,135000,1,1,3,1,3,1,1,3,3,3
"828",2030,1,1,1,10,6,7478,3,"female",18,18,22,32,14,35,74,10,20,9,14,77.209,5500,2,2,4,2,4,2,2,4,4,4
"829",2031,1,1,1,12,14,14000,3,"male",11,8,7,4,4,15,10,6,5,6,8,2.044,36000,1,1,3,1,4,2,1,3,4,4
"830",2032,1,1,1,12,15,14000,3,"male",12,9,11,16,8,25,34,11,8,14,12,22.171,32000,1,1,3,1,4,1,2,3,3,3
"831",2033,1,0,0,12,12,26000,3,"male",12,17,25,26,13,48,65,13,11,11,8,66.318,157117,1,2,4,1,4,2,2,3,4,4
"832",2034,0,1,1,11,9,18000,3,"male",16,17,21,29,13,43,43,18,10,11,9,56.852,52000,1,1,3,1,3,1,1,3,3,3
"833",2035,1,1,1,11,9,18000,3,"female",12,15,16,32,14,40,49,7,16,12,9,78.055,25000,1,1,4,1,4,1,1,4,4,4
"834",2037,1,1,1,17,12,5980,3,"female",19,19,22,34,15,49,63,11,17,14,15,91.541,2700,1,1,3,1,3,2,2,4,3,4
"835",2038,1,1,1,13,17,20000,3,"male",18,25,28,31,15,42,62,17,25,22,12,97.36,162919,1,1,1,1,1,2,1,1,4,4
"836",2040,1,1,1,12,12,29000,3,"male",14,17,24,32,15,32,42,12,13,18,16,85.929,14969,2,2,3,2,3,2,2,2,2,2
"837",2041,1,1,1,12,12,29000,3,"male",14,18,19,31,13,23,41,17,13,18,16,72.82,20000,1,1,4,1,4,2,2,2,3,4
"838",2042,1,1,1,16,20,30000,3,"female",18,17,24,34,14,47,43,13,24,21,16,91.215,6000,1,1,4,1,4,1,2,4,4,4
"839",2045,1,1,1,13,8,5045,3,"male",12,13,13,21,10,27,31,11,15,15,11,56.026,30000,2,2,4,2,4,2,2,4,4,4
"840",2046,1,1,1,13,12,5045,3,"female",12,10,10,16,5,27,41,9,6,10,6,27.156,24000,2,2,3,2,3,2,3,3,3,3
"841",2047,1,1,1,12,12,19000,3,"male",13,20,19,34,14,37,52,24,14,13,17,73.594,55000,1,1,3,2,3,1,1,3,3,3
"842",2049,1,1,1,12,8,6460,3,"female",16,20,29,29,13,42,29,10,24,17,7,88.874,33000,2,2,3,2,3,2,2,3,3,3
"843",2051,0,1,1,12,7,6000,3,"male",11,9,9,16,4,26,34,10,3,8,5,6.945,20000,1,1,3,1,3,1,1,3,3,3
"844",2055,1,1,1,12,12,31000,3,"male",12,17,29,31,14,34,23,19,11,19,16,68.805,30000,2,2,3,2,3,2,2,3,3,3
"845",2056,1,1,1,12,12,15000,3,"male",16,19,19,33,10,37,47,15,14,14,14,57.501,135000,1,1,4,1,4,1,1,4,4,4
"846",2057,1,1,1,12,12,15000,3,"female",15,17,11,25,10,25,32,10,7,12,10,31.002,9000,1,1,4,4,4,2,2,2,3,4
"847",2061,0,1,1,11,12,25000,3,"female",16,20,29,30,14,48,65,16,19,18,14,88.199,50000,2,2,3,2,3,2,2,3,3,3
"848",2062,1,1,1,11,12,25000,3,"female",18,14,17,20,11,47,67,10,10,15,3,39.555,110000,2,2,3,2,3,2,2,3,3,3
"849",2066,0,1,1,10,4,16500,3,"female",12,6,10,19,11,18,42,6,7,4,5,27.605,29000,2,1,4,2,4,1,2,4,4,4
"850",2067,1,1,1,12,12,15500,3,"male",12,15,24,20,11,28,41,24,13,20,11,43.433,60000,2,2,3,2,3,2,2,3,3,3
"851",2068,1,1,1,15,16,25000,3,"female",16,19,18,26,12,40,55,14,18,20,12,55.547,35000,2,1,3,2,4,1,2,4,4,4
"852",2070,1,1,1,12,9,30000,3,"female",12,14,9,19,2,43,66,14,8,13,9,13.237,60000,1,1,4,2,3,2,2,4,3,3
"853",2071,1,1,1,12,9,30000,3,"female",14,12,24,30,14,44,70,11,19,12,12,88.381,1000,1,1,4,2,4,1,1,3,2,3
"854",2072,1,1,1,12,9,30000,3,"female",12,20,30,26,14,48,68,13,22,17,12,89.269,4000,2,2,3,2,3,2,2,3,3,3
"855",2073,1,1,1,12,10,20000,3,"female",12,22,26,33,14,45,75,17,21,18,13,85.923,22000,1,1,4,1,4,1,2,1,2,2
"856",2074,1,1,1,12,10,20000,3,"female",12,16,20,32,13,46,72,13,22,20,15,77.334,58000,1,1,4,1,1,1,1,4,4,4
"857",2075,1,1,1,10,12,9900,3,"male",12,19,28,31,12,40,60,18,19,19,15,59.435,66000,2,2,3,2,3,2,2,2,3,3
"858",2076,1,1,1,10,10,18200,3,"female",12,14,19,28,10,38,57,7,8,10,8,30.985,39144,1,1,4,1,4,1,2,1,4,4
"859",2079,1,1,1,12,12,21000,3,"female",12,11,11,30,13,22,52,8,7,9,10,38.187,28000,1,1,4,2,4,1,1,4,4,4
"860",2080,1,1,1,11,11,13000,3,"male",12,17,26,30,12,44,38,24,17,11,14,59.98,17000,2,2,3,2,3,2,2,1,4,4
"861",2081,0,1,1,7,9,13000,3,"male",12,17,24,29,10,34,39,20,14,16,15,51.661,46000,1,1,4,1,4,2,2,3,3,4
"862",2083,0,1,1,12,13,20000,3,"female",16,25,29,35,15,49,62,21,19,24,17,94.93,26000,2,2,3,1,3,2,2,2,2,3
"863",2086,1,1,1,12,12,24000,3,"male",12,14,18,24,12,27,36,17,14,14,12,39.837,27000,1,1,4,1,4,2,2,2,4,4
"864",2087,0,1,1,12,12,24000,3,"male",12,16,20,29,10,32,34,21,14,21,16,48.513,40000,2,2,4,2,4,2,2,3,2,3
"865",2088,1,1,1,12,12,24000,3,"female",14,8,23,27,11,49,61,11,21,11,11,56.782,30000,1,1,4,1,4,1,1,4,4,4
"866",2089,0,1,1,12,12,24000,3,"male",12,11,9,19,8,37,40,15,8,14,9,20.616,40000,2,2,4,2,4,2,2,4,4,4
"867",2090,0,1,1,12,12,24000,3,"male",12,12,12,15,5,32,35,14,9,15,7,22.22,37000,2,2,3,2,3,2,2,3,3,3
"868",2093,0,1,1,12,12,14280,3,"male",12,22,21,33,14,32,40,23,15,19,17,69.551,48000,1,1,3,1,3,1,1,3,3,4
"869",2094,1,1,1,10,12,1144,3,"female",12,7,5,15,5,23,52,12,8,6,7,7.262,29000,2,1,4,2,3,2,2,3,3,3
"870",2096,1,1,1,12,12,17000,3,"male",16,15,18,21,8,44,41,13,13,17,11,32.475,92000,1,1,4,2,4,1,1,4,4,4
"871",2097,0,1,1,12,12,17000,3,"male",12,13,23,17,8,49,52,16,11,14,7,34.695,71000,1,1,4,1,4,1,1,4,4,4
"872",2099,1,1,1,12,12,17000,3,"female",13,15,15,21,11,38,59,8,6,13,7,35.591,62000,2,2,3,2,3,2,2,3,3,3
"873",2100,1,1,1,12,10,30000,3,"male",12,25,30,35,13,44,56,25,24,25,20,89.871,52000,1,1,3,1,4,1,1,4,4,4
"874",2101,1,1,0,12,8,11630,3,"male",12,18,29,32,13,40,50,23,22,20,19,81.726,90000,1,1,4,1,4,1,1,4,4,4
"875",2102,1,1,1,12,12,14700,3,"female",12,16,10,29,14,38,51,12,9,14,13,41.532,24000,2,2,3,2,3,2,2,3,3,3
"876",2104,0,1,1,12,12,20000,3,"female",12,17,24,33,12,48,45,16,18,19,17,68.95,34500,1,1,4,1,4,1,1,4,4,4
"877",2106,1,1,0,12,12,25000,3,"male",12,14,24,25,10,45,55,19,15,19,13,37.24,52000,2,2,3,2,3,2,2,3,3,3
"878",2107,1,1,0,12,12,25000,3,"male",14,16,28,28,12,49,59,19,24,21,10,73.284,5100,1,1,4,2,4,2,2,3,3,3
"879",2113,1,1,0,10,12,37000,3,"male",19,20,30,33,15,49,66,21,23,22,16,96.423,100000,1,1,4,1,4,1,1,4,4,4
"880",2119,1,1,1,12,20,7929,3,"female",14,18,25,28,14,42,63,16,18,15,13,60.326,9000,1,1,4,1,4,1,1,4,4,4
"881",2120,1,1,1,12,12,18000,3,"female",14,11,12,29,12,38,44,6,10,12,11,51.624,4000,2,2,2,2,2,2,3,2,2,2
"882",2122,1,1,0,10,10,20000,3,"male",12,14,13,13,5,3,13,12,3,9,8,9.545,26000,2,2,3,2,3,2,2,3,3,3
"883",2123,1,1,1,12,16,30000,3,"female",18,18,17,28,13,37,57,14,16,9,11,60.172,33600,2,2,3,2,3,2,2,3,3,3
"884",2124,1,1,1,12,16,30000,3,"female",16,20,20,29,14,35,47,9,19,13,11,84.248,115000,1,1,4,1,4,1,1,4,4,4
"885",2126,0,0,1,12,10,4500,3,"female",17,18,24,29,13,50,73,15,16,14,11,72.964,42000,1,1,3,1,4,1,1,3,3,3
"886",2132,1,1,0,11,13,20000,3,"female",14,11,23,22,12,43,55,11,12,12,12,55.993,104000,1,1,4,2,4,2,1,3,4,4
"887",2133,1,1,1,12,12,23750,3,"female",15,14,24,24,11,37,49,12,14,12,8,48.488,39400,1,1,4,1,4,1,1,4,4,4
"888",2134,1,1,1,12,12,23750,3,"female",9,11,10,10,7,11,10,8,5,10,6,9.566,10000,1,1,4,1,4,1,1,4,4,4
"889",2135,0,0,0,10,8,14000,3,"male",12,18,13,19,2,18,12,15,9,20,13,18.212,70000,2,2,3,1,4,2,2,2,4,4
"890",2136,1,1,1,12,16,10000,3,"female",17,17,18,29,14,40,59,9,14,15,11,55.103,34500,1,1,4,1,4,2,1,3,4,4
"891",2138,1,1,1,12,16,10000,3,"male",12,12,16,33,12,36,43,16,18,14,11,71.84,36000,2,2,3,2,3,2,2,3,2,2
"892",2140,1,1,1,12,12,20000,3,"female",12,13,17,21,8,50,60,13,11,13,8,40.889,55000,2,2,3,3,2,3,3,3,3,3
"893",2144,1,1,1,14,14,9000,3,"male",16,23,27,35,15,46,53,24,21,21,17,94.079,57000,1,1,4,1,4,1,2,4,4,4
"894",2145,1,1,0,12,12,20000,3,"male",13,19,17,30,15,34,50,21,13,14,15,61.172,50000,2,2,3,2,2,2,2,3,3,3
"895",2146,0,1,0,11,12,13000,3,"female",12,19,17,33,13,37,59,11,9,13,12,55.691,14000,1,1,4,1,4,1,1,4,4,3
"896",2147,1,1,1,12,13,22000,3,"male",14,24,28,32,13,47,53,18,21,18,16,77.202,34000,1,1,3,2,4,2,1,3,2,3
"897",2148,1,1,1,18,18,26000,3,"female",15,24,12,35,13,28,42,12,11,12,17,63.751,16557,1,2,4,1,4,1,1,4,3,3
"898",2152,0,1,1,8,8,17000,3,"female",12,16,20,25,13,42,66,12,11,14,13,46.721,28000,1,1,2,2,2,4,2,2,3,2
"899",2153,0,1,1,8,8,17000,3,"female",12,15,17,24,10,37,53,10,13,12,9,37.209,12000,2,2,2,2,3,2,2,2,3,3
"900",2156,1,0,1,16,9,26000,3,"female",12,13,15,20,14,32,35,10,10,9,5,53.265,40500,2,2,3,2,3,3,3,3,2,3
"901",2157,0,1,1,11,6,9996,3,"male",12,20,10,31,13,44,44,23,8,11,11,37.901,24000,1,1,4,1,4,2,2,3,4,4
"902",2158,1,1,1,12,12,15100,3,"female",12,16,20,34,14,33,56,10,13,15,18,63.872,3600,2,2,3,2,3,2,2,3,2,3
"903",2159,1,1,0,12,6,7200,2,"male",16,20,17,34,14,30,38,16,13,15,9,66.343,70000,2,2,3,2,3,2,2,3,3,3
"904",2163,1,1,0,12,10,25000,3,"male",14,13,12,29,10,31,47,21,12,16,18,28.73,60000,2,2,3,2,3,2,2,3,3,3
"905",2164,0,1,1,16,6,5774,2,"female",18,17,13,30,14,32,59,9,12,16,12,64.628,69000,1,1,4,1,4,1,1,3,4,4
"906",2165,1,1,1,12,14,15000,3,"female",12,16,9,27,12,22,37,10,7,14,12,26.635,12000,1,1,4,1,4,1,2,4,2,3
"907",2167,1,1,1,12,16,27000,3,"female",16,13,14,21,11,42,71,11,13,10,7,31.225,48000,1,1,3,1,3,2,2,3,3,3
"908",2168,1,1,1,14,14,35000,3,"male",16,17,26,34,14,49,71,15,20,19,14,88.021,57600,1,2,3,2,3,3,3,2,3,3
"909",2169,0,1,0,12,12,40000,2,"male",13,24,19,30,14,38,21,19,16,16,15,68.018,57000,1,1,4,1,4,1,1,2,4,4
"910",2172,1,0,0,13,9,21000,3,"male",14,15,18,22,11,38,35,12,7,11,7,35.637,63000,1,1,4,1,4,1,1,4,3,3
"911",2173,1,1,1,12,11,20000,3,"male",12,20,19,33,11,37,35,22,14,22,15,61.735,52000,2,2,3,2,3,2,2,3,3,3
"912",2178,1,1,1,12,16,32000,3,"male",16,18,20,29,14,48,42,21,11,18,15,72.005,44000,1,1,4,1,4,1,1,4,2,2
"913",2180,1,1,0,3,8,10600,3,"male",12,15,18,23,13,26,37,21,11,18,12,45.257,40000,1,2,4,2,3,2,2,3,3,4
"914",2182,1,1,1,11,10,10272,3,"male",12,17,23,32,14,46,56,17,11,21,12,75.725,65000,2,2,4,2,4,2,2,4,3,3
"915",2187,1,1,1,12,14,18000,3,"male",13,17,15,28,8,29,47,21,13,19,12,36.06,90000,2,2,3,2,3,2,2,3,3,3
"916",2188,1,1,1,12,14,18000,3,"male",14,9,13,19,7,35,54,12,3,16,7,17.457,36000,2,2,3,2,3,2,2,3,2,3
"917",2190,1,1,1,11,10,17000,3,"female",13,15,10,24,12,44,71,9,5,8,9,22.95,18000,1,1,4,1,4,1,2,4,4,4
"918",2194,1,0,1,6,6,9689,3,"male",9,13,12,15,7,21,29,13,2,6,6,13.425,30000,1,1,4,1,4,1,1,2,3,3
"919",2196,1,0,0,7,12,12725,3,"female",12,18,15,32,13,43,60,16,6,11,15,42.225,5280,1,1,4,2,3,2,3,3,3,3
"920",2200,1,0,1,12,16,42000,3,"female",17,20,28,32,14,34,60,18,24,16,11,96.691,65000,2,2,3,2,3,2,2,2,3,3
"921",2201,1,1,0,12,12,5000,3,"female",12,17,13,28,13,30,41,14,10,13,11,36.411,32000,1,1,4,2,4,2,1,2,3,4
"922",2202,1,1,1,12,12,23000,3,"male",16,20,25,30,12,39,50,14,24,17,12,81.08,35000,1,1,3,1,3,1,2,2,3,4
"923",2203,1,1,1,12,9,25000,3,"female",12,13,17,24,6,39,46,8,9,7,5,26.932,22500,2,2,3,2,3,2,2,3,3,3
"924",2204,1,1,1,7,12,10000,3,"female",15,20,24,30,12,33,46,10,13,18,11,61.699,26074,1,1,4,1,4,1,1,4,4,4
"925",2205,1,1,1,12,13,15000,3,"female",14,16,22,24,9,44,55,10,19,12,11,53.188,52000,1,1,4,1,4,2,1,4,4,4
"926",2207,1,1,1,11,12,8000,3,"male",14,14,24,31,12,49,33,16,11,10,14,70.593,30000,1,1,3,1,4,1,1,4,4,4
"927",2208,1,1,0,12,12,11000,2,"male",12,16,15,20,10,19,21,10,4,15,11,23.7,25000,2,1,4,1,4,1,1,2,4,4
"928",2209,1,1,0,12,12,11000,2,"male",13,13,11,19,6,18,14,8,8,17,7,18.385,36000,1,1,4,1,3,1,2,3,4,3
"929",2214,0,0,1,11,12,11000,2,"female",15,12,11,23,12,47,43,7,8,8,8,34.895,11000,1,1,4,2,4,1,2,4,4,4
"930",2216,0,1,1,14,9,13900,3,"male",12,22,25,24,12,32,61,16,10,16,16,49.406,43000,1,1,4,2,4,2,2,4,3,3
"931",2218,1,1,1,14,16,40000,3,"male",16,15,22,28,11,48,55,10,9,17,13,63.184,70000,1,1,4,1,4,1,1,3,4,4
"932",2220,1,1,1,12,10,3140,3,"male",16,22,29,35,15,45,75,22,24,22,20,97.867,82000,1,1,4,1,4,1,2,4,4,4
"933",2222,1,1,0,12,18,14000,3,"male",16,25,30,34,14,48,51,24,24,23,19,92.442,46000,1,1,4,2,4,2,2,3,2,2
"934",2223,1,0,0,10,10,8000,3,"male",12,21,16,26,12,23,18,20,9,19,13,39.914,55000,1,1,4,1,4,1,3,4,4,4
"935",2224,1,0,1,12,10,8000,3,"female",10,11,11,16,7,22,31,8,6,9,4,17.081,5000,1,1,3,1,3,2,2,2,2,3
"936",2225,0,1,1,12,6,18867,2,"female",12,11,9,18,7,32,47,10,9,8,7,16.597,56000,1,1,4,1,4,1,1,4,4,4
"937",2227,1,1,1,15,12,21000,3,"male",12,17,16,19,9,42,51,19,15,18,15,36.775,28263,2,2,3,2,3,2,2,2,3,3
"938",2229,1,0,1,12,10,11000,3,"female",12,21,19,29,14,30,35,18,12,16,15,64.933,33000,1,1,4,1,4,1,2,4,4,4
"939",2230,1,0,1,12,12,11000,3,"female",16,19,23,31,13,48,54,11,22,13,12,88.797,40000,1,1,4,1,4,1,1,4,4,4
"940",2237,1,1,1,12,19,35000,3,"female",18,18,27,32,15,38,78,15,22,20,13,92.195,64000,1,1,4,2,3,2,2,3,3,3
"941",2243,1,1,0,12,8,25000,3,"female",16,17,24,32,12,42,71,13,19,22,8,68.307,30000,2,2,3,2,3,2,2,3,3,3
"942",2247,0,1,1,12,12,7800,3,"female",12,19,27,26,14,47,75,14,14,21,16,68.218,58000,1,1,4,1,4,1,2,4,4,4
"943",2250,0,1,1,9,11,7000,2,"female",12,9,7,11,3,24,31,7,9,11,3,9.393,20000,2,1,4,1,4,1,1,4,4,4
"944",2251,0,0,0,9,9,7000,2,"female",12,7,8,12,6,18,13,5,7,9,9,6.124,7225,2,2,3,2,3,2,2,3,3,3
"945",2254,0,1,1,10,6,15000,1,"female",10,7,5,16,3,18,39,4,6,5,5,5.171,30000,1,1,3,2,3,2,1,3,3,3
"946",2255,1,1,1,10,7,15000,1,"male",8,6,14,13,6,16,23,7,7,10,3,16.2,45000,2,2,4,2,4,1,2,3,3,4
"947",2261,1,1,0,9,8,6500,3,"male",12,8,12,7,5,14,5,8,3,10,4,7.878,32000,2,1,4,2,4,1,3,3,3,4
